label,n,mean_sp500,std_sp500,skew_sp500,kurt_sp500,absacf1_sp500,absacf5_sp500,sqacf1_sp500,leverage_sp500_lag1_20,mean_DGS10,std_DGS10,skew_DGS10,kurt_DGS10,absacf1_DGS10,sp_dgs10_corr,r_acf1,abs_acf1,sq_acf1,r_acf2,abs_acf2,sq_acf2,r_acf3,abs_acf3,sq_acf3,r_acf5,abs_acf5,sq_acf5,r_acf10,abs_acf10,sq_acf10,r_acf20,abs_acf20,sq_acf20,r_acf60,abs_acf60,sq_acf60,min_sp500_abs,end_sp500_abs,ann_return_approx,window
R01_no_mom_lowvol_seed1_w10,1260,0.0003347500883613802,0.005107881311924923,2.017662804198041,39.37864372075788,0.093819586510067,0.005610046092425037,0.03690236897451052,0.004630541316144245,0.00019841269841269904,0.04436009214663839,0.021612474271070086,6.588459856210723,0.23915714565547358,-0.001857552144764675,-0.04666025349602317,0.093819586510067,0.03690236897451052,-0.017931973698732947,0.015706494181809694,-0.003809823306286966,-0.008292466949187028,0.016010801204157987,-0.003613146231600806,-0.021270357896996547,0.005610046092425037,0.0013764754143332461,-0.004541141816929517,-0.014710627248049354,-0.005958351691361247,-0.006531689719828539,0.005488974822652469,-0.005381674564026806,0.009617132191753376,-0.02759671018259831,-0.00684111931961603,164692.29788479808,249917.66344943776,0.08412151297844916,10
R01_no_mom_lowvol_seed2_w00,1260,0.00025074562581144235,0.0053206728871146,0.1987840063088281,5.602469411340972,0.07676081400280103,-0.017422782592646995,0.06095728950059981,-0.0024310061323904574,0.0006587301587301521,0.04094472904395313,-0.641483925271424,6.259472172368586,0.2695384441456247,0.009875496783717769,-0.04159519677882439,0.07676081400280103,0.06095728950059981,0.005472624500050645,0.03650664835055887,0.026242519665224083,-0.020019802418277714,-0.011192426822581408,-0.015779467496183,-0.0295847966850933,-0.017422782592646995,-0.017054185180536637,0.022008928186724282,-0.042251422520124815,-0.03423581431384476,-0.004777426979951472,0.07721981764868549,0.07295761819358397,0.03136766006810423,-0.024367625211258563,-0.018643161598154635,7002.742966869309,10106.242807779774,0.06790170183172672,0
R01_no_mom_lowvol_seed2_w01,1260,0.0002644624378768236,0.004982100772676967,0.1463529870397124,3.1731728360037907,0.05935302753588602,-0.01335554117271466,0.05122267527396581,-0.011999214852731765,0.0021507936507936475,0.039306198763997505,-0.1824998112220489,7.554504737198237,0.27872056427365377,0.008340399239587418,-0.034124110262765836,0.05935302753588602,0.05122267527396581,-0.04178240438909454,0.0809983041918864,0.10783863405400039,-0.059045155688657834,-0.024881351859396324,0.0027623432121937786,0.06706287926579652,-0.01335554117271466,-0.026500021157234956,-0.01747919081257838,-0.04823922983586819,-0.06451439238008021,-0.028913431975237387,0.017902318316716865,0.00534992393284939,-0.005847687507669925,0.03712339282677293,0.009211535109586486,9940.416789427438,13883.620472370681,0.06573099205182342,1
R01_no_mom_lowvol_seed2_w02,1260,0.00023225322304550367,0.005958863912637553,1.3507034665349673,19.332196827004083,0.13085676961223094,-0.004832784625714883,0.05756113372421775,0.00237649544985371,0.004428571428571424,0.09988043872959469,-0.3379658470577198,11.01822800817144,0.42801328657284243,-0.041685843030571774,-0.02754325690622845,0.13085676961223094,0.05756113372421775,-0.034352223497638085,0.08735248664515309,0.015796334175044034,-0.01694766285170431,0.021371151476902904,-0.0003075022154585502,-0.004835406602306977,-0.004832784625714883,-0.008517743152907918,-0.043437777058300986,-0.0008428915020835809,-5.235467812068701e-05,-0.006931158544723798,0.041470676109861715,0.0077147668058515605,0.026752830613996748,-0.004595598188893117,-0.011057599138417981,13802.18851927329,18193.5620433295,0.05604678655163342,2
R01_no_mom_lowvol_seed2_w03,1260,0.0003176077947067651,0.00660876210763406,0.4420081789851491,8.229026810426754,0.15226739493775168,0.023998544867856457,0.08259256005931867,-0.004625413854868521,-0.004468253968253963,0.10807531078703067,-0.14334624573407242,5.604885002406277,0.11379552596839018,0.028864493101214632,-0.09226368960127429,0.15226739493775168,0.08259256005931867,0.021956832564391054,0.08109831312394654,0.03851013296348731,-0.00915933183506819,0.044046761072976316,0.008286360572277813,-0.008223083824578582,0.023998544867856457,-0.012908628022095876,-0.012753662517902773,0.0163020811416341,-0.004251717160491661,0.022098598574768133,0.06807466829517723,0.20662859373311485,0.030557756585408588,0.0179730052030717,-0.0029336747304733258,17844.794741162128,26409.942274915913,0.07575420142669897,3
R01_no_mom_lowvol_seed2_w04,1260,0.00021961112303422794,0.007440221754287111,-0.567263722623862,7.133023703285153,0.17725968024352812,-0.009602123871270681,0.14663168362708198,-0.00718805526301286,8.73015873015879e-05,0.0680002940984851,-0.9815680951209959,16.264628933165792,0.05151924495698748,0.03195733505444542,-0.003932878582231313,0.17725968024352812,0.14663168362708198,-0.020337209098592816,0.09447152622085063,0.04636962180203551,-0.055927062024936657,0.0922357252404663,0.11670471088710972,-0.0502811164529123,-0.009602123871270681,-0.007991245025025304,-0.005420389188130836,-0.017457052723323336,-0.012030340146822424,0.014617759011561246,-0.00252450119474164,-0.0007839699274783905,0.02382954277716659,-0.0017950258193251587,-0.013844368009446219,25228.635891043818,33631.24429515169,0.049250692713330935,4
R01_no_mom_lowvol_seed2_w05,1260,0.00032882043880009507,0.008694413884066938,0.3029316898077876,7.80501161872721,0.1189152095447506,-0.03377435676090205,0.04918825281747274,-0.005420708799107508,-0.0004206349206349212,0.06098970159940262,0.570588708827548,6.318985875848964,-0.011664719739844478,0.0017755084133356674,-0.018805542528209727,0.1189152095447506,0.04918825281747274,-0.044209991399070614,0.09438676178539111,0.03192811913360043,-0.028485571091962245,0.10227157888610275,0.049334473015916785,0.033203738820354135,-0.03377435676090205,-0.024249252876246952,0.005918808508702676,0.00024754079902665824,-0.00782489863547569,-0.020418145098395138,-0.0030540670132907627,-0.01282873269512084,0.005106589695487814,0.007538665797270152,-0.007236369785496684,32778.88793424269,48529.83346560251,0.0763201030087739,5
R01_no_mom_lowvol_seed2_w06,1260,0.0002543327841854152,0.009381966554256969,-0.37058726244158424,6.060556698001079,0.07729722348054305,0.010604575817063902,0.023848113342805916,-0.018839271996410424,-0.0012460317460317469,0.05730275852911976,0.1547791268161602,4.2880568686100355,0.10763827902139193,-0.019908382705495005,-0.012159569435068433,0.07729722348054305,0.023848113342805916,-0.00940492985843947,0.06337180569212525,0.0330191462015545,-0.02519372402851671,0.014373779280210306,0.07149962808338452,-0.0017147736233254808,0.010604575817063902,-0.007560703542695856,0.013587937476302393,-0.015434452571830364,-0.0014566810737066274,-0.0066534839498253095,0.009439247317416685,-0.008730774801557529,0.05739259518835637,0.032536284900319325,0.0148204725908129,43332.72672351106,63245.78234300617,0.052155358408264796,6
R01_no_mom_lowvol_seed2_w07,1260,0.0003760581607893405,0.011165809884550746,0.0029699752241281996,3.1109847072639525,0.16481596325959266,-0.007215042389686516,0.17314806315098985,-0.019858855975692116,-0.0003650793650793628,0.05690030311725034,0.3286907978730894,4.383716433133995,0.02183093908886142,-0.02240655060295323,0.068940305162252,0.16481596325959266,0.17314806315098985,-0.019335722073699216,0.13326895600639357,0.11634493010691194,0.03690038533049494,0.02641949703578786,0.09611837349355129,0.001665650180401851,-0.007215042389686516,-0.010857964489121378,-0.01953034860750591,-0.036573196449483834,-0.02583864085655152,-0.02054179881004007,0.028095265703103837,0.051215422488914156,0.019644936671317576,0.057336409990278794,0.08087027601230634,59734.40446503642,93903.97966726689,0.08372364617589456,7
R01_no_mom_lowvol_seed2_w08,1260,0.0004399300994543684,0.01589789378359123,-0.08900141451386426,2.8793908118205356,0.19133790795670994,0.06858886796087509,0.15700361296312057,-0.02703747627186992,-0.0023888888888888887,0.07267185130283459,-0.25782776487295117,5.326579118409629,0.14463964131155083,-0.046559118024959704,-0.005258679773389787,0.19133790795670994,0.15700361296312057,-0.017530349972276243,0.14997318909149412,0.15595750500518327,0.022828875431030668,0.1209649270357673,0.12631486436475362,-0.014543744609808076,0.06858886796087509,0.09645514611124985,-0.014427715786134167,0.0035257554994296606,-0.011741602376182724,0.003940883384304165,0.013305699629239347,-0.0038382160840273825,0.01449605267128085,-0.024285616793063885,-0.027128083623290836,75139.59744216391,139374.75599225602,0.07931133386906586,8
R01_no_mom_lowvol_seed2_w09,1260,0.0001864577039322328,0.018368526672552184,-0.04014532112103015,3.2005142259633406,0.2391194167467597,0.0588564173325633,0.247372412732669,-0.010291462218263641,0.0004206349206349215,0.0463327943056352,0.2530200063759547,3.74775516127596,0.06480002201991063,0.031094637997144802,0.0317834050401318,0.2391194167467597,0.247372412732669,-0.041122175657534864,0.15039798984692432,0.16042068660408468,0.0014033147897834896,0.1481371192435821,0.19308367929780676,-0.024012460504291726,0.0588564173325633,0.0683942307182167,0.00374339617074228,0.03753302547166958,0.010365915872558787,-0.023039216643025648,0.04559759605067611,0.019882696544357314,-0.017955282043053643,0.011689128054593503,0.01794627003814649,117815.09462089668,142505.0139781605,0.008754473553518105,9
R01_no_mom_lowvol_seed2_w10,1260,0.0006248934708613282,0.02059002081118086,-0.019368253591443785,2.5764069561626837,0.17746906231898285,-0.008152030011643023,0.1806272785905982,-0.004114855348332183,0.00019841269841269904,0.04436009214663839,0.021612474271070086,6.588459856210723,0.23915714565547358,0.014198557307996986,0.027369833700144834,0.17746906231898285,0.1806272785905982,-3.771073597699426e-05,0.15524571434834855,0.16582764243265063,-0.05370207726470119,0.10176011000093702,0.09092215858589318,0.01612210408270088,-0.008152030011643023,-0.014503993076597185,-0.07284592258885585,0.008812356833685676,0.011752847371503648,-0.04219985102238598,0.0016764820147294219,-0.02931697320730735,-0.01852653068472797,-0.013912850153604191,-0.025665038443698735,127467.64242845128,239733.11565809988,0.10944644215314403,10
